CLE;AB;BA;BP;BP_AB;BP_PM;H;PB;PM;PM_AB;PT;PT_AB;PT_PM;TO;BOG;ALTI;D_1A;D_1AR;D_R;D_2;D_4GA;D_7;D_8;D_8AR;D_WA;ELE;P_DEF;ARI;DWFC;EVA;GDD;MAT;PRECT;PRECU;VPD;AG;BR;FT;HF;HL;LOG;SBOM;SBOS;SBON;O1700;O1880;O1900;O1920
848;0.00;0.00;0.00;0.00;0.00;6.71;0.00;64.18;0.42;0.00;0.00;0.00;0.00;8.74;632.11;74.35;0.17;0.00;2.24;0.00;12.39;0.00;0.00;3.27;34.29;0;2;9;3;4;5;5;6;5;0.00;16.45;0.00;0.000;0.00;0.00;0.00;0.00;0.00;55.55;22.22;11.11;11.11
849;0.34;0.00;1.28;1.08;2.68;0.06;3.13;45.45;5.09;1.20;1.57;2.22;0.00;7.85;426.31;60.97;6.64;0.40;4.42;0.00;3.42;0.00;0.00;20.93;43.33;5;3;9;5;7;8;6;6;8;0.00;4.21;1.00;5.946;0.00;23.22;0.00;0.00;0.00;22.43;32.72;23.53;11.77
850;0.37;0.00;1.35;5.88;6.09;0.30;1.15;27.93;5.34;0.44;0.07;0.98;0.03;2.03;412.31;23.39;20.76;16.71;10.03;0.00;2.39;0.24;0.00;23.63;72.93;22;3;9;5;7;8;6;6;8;0.00;19.55;0.00;33.827;0.00;23.23;0.07;0.00;0.00;18.49;21.58;16.74;21.59
851;0.00;0.00;0.00;0.00;0.09;8.98;17.94;10.57;0.07;0.00;0.00;0.00;0.00;12.14;403.86;41.01;2.29;3.92;10.45;0.00;12.91;0.00;0.00;11.93;30.73;1;3;9;4;6;6;5;5;7;0.00;37.28;0.00;0.000;0.00;0.00;0.00;0.00;0.00;67.85;0.00;10.71;17.85
852;0.00;0.00;0.11;0.01;0.26;0.88;0.04;11.45;0.68;0.15;0.02;0.22;0.00;2.07;382.13;7.86;3.34;0.09;0.60;0.00;1.44;0.00;0.00;86.55;35.44;0;3;9;5;6;7;5;5;7;0.00;1.56;0.00;0.014;0.00;0.01;0.00;0.00;0.00;81.90;5.72;2.85;1.90
853;0.11;0.00;0.13;0.03;0.75;0.22;0.11;32.28;4.73;0.00;0.00;0.26;0.00;13.48;401.89;22.55;19.67;3.91;0.00;0.00;8.86;0.00;0.00;43.46;36.34;1;3;9;4;6;7;5;5;7;0.00;2.66;0.00;0.034;0.00;0.00;0.01;0.00;0.00;69.55;10.46;8.18;5.00
854;0.00;0.00;0.00;0.00;0.00;7.00;12.96;35.79;1.07;0.00;0.00;0.10;0.00;23.80;399.05;42.79;1.74;0.00;13.44;0.00;23.88;0.00;0.00;11.94;24.73;2;3;9;4;6;6;4;5;7;0.00;9.35;0.00;0.000;0.00;0.00;0.00;0.00;0.00;85.29;5.88;2.94;0.00
855;0.00;0.00;0.02;0.00;0.80;7.52;13.70;19.67;0.07;0.00;0.00;0.05;0.00;14.41;388.44;44.63;3.10;1.68;9.19;0.00;11.64;0.00;0.00;26.26;26.14;0;3;9;5;6;7;5;5;7;0.00;20.56;0.00;11.841;0.00;0.00;0.00;0.00;0.00;26.53;7.14;17.34;38.78
856;0.13;0.00;0.88;0.00;2.94;2.75;1.69;56.72;4.25;0.00;0.00;0.00;0.00;10.88;443.35;37.25;17.65;25.49;4.90;0.00;3.92;0.00;0.00;7.84;43.91;6;3;9;4;6;7;5;5;7;0.00;4.75;0.00;0.000;0.00;0.00;0.00;0.00;0.00;44.45;5.56;0.00;50.00
857;0.03;0.00;0.20;0.07;1.92;1.79;2.28;40.57;1.74;0.21;0.05;0.82;0.00;20.88;423.12;46.95;4.86;1.37;12.45;0.00;18.18;0.00;0.00;6.85;37.58;3;3;9;4;6;7;5;5;7;0.00;16.43;0.00;24.578;0.00;0.31;0.00;0.00;0.00;51.70;16.22;10.94;19.62
858;0.98;0.00;0.00;0.09;1.22;0.56;6.50;51.38;3.28;0.14;0.09;2.06;0.00;15.77;412.60;54.39;2.03;0.00;12.84;0.00;6.76;0.00;0.00;14.19;36.93;3;3;9;5;7;7;5;5;7;0.00;0.51;0.00;0.974;0.00;13.15;0.05;0.00;0.00;51.12;19.28;9.87;12.55
859;0.00;0.00;0.03;0.00;0.88;7.18;14.42;12.95;0.29;0.00;0.00;0.00;0.00;28.55;397.24;22.37;1.94;0.65;22.16;0.00;27.53;0.00;0.00;21.94;14.85;0;3;9;5;6;7;5;5;7;0.00;15.78;0.00;2.900;0.00;0.00;0.00;0.00;0.00;29.29;6.43;11.43;47.85
860;0.65;0.00;1.22;1.32;5.10;0.27;7.31;39.15;3.87;0.62;1.18;2.27;0.00;8.95;420.56;41.50;12.83;4.71;10.74;0.00;8.64;0.00;0.00;14.66;45.34;7;3;9;5;7;7;5;5;8;0.00;10.11;0.00;7.513;0.00;15.15;0.00;0.00;0.00;42.66;12.97;18.43;18.77
861;0.07;0.00;1.27;0.64;6.82;4.58;13.34;36.30;1.47;0.17;0.10;0.47;0.00;5.68;450.32;32.20;22.68;14.39;18.79;0.00;3.41;0.00;0.00;5.61;60.79;21;3;9;5;6;7;5;6;7;0.00;21.66;0.00;0.010;0.00;0.00;0.00;0.00;0.00;51.20;12.00;9.60;16.00
862;0.00;0.00;0.31;0.00;0.27;9.33;16.38;12.23;0.35;0.00;0.00;0.00;0.00;3.29;400.85;45.65;14.78;8.44;6.59;0.00;3.17;0.00;0.00;17.94;32.11;0;3;9;4;6;6;5;5;7;0.00;41.15;0.00;0.001;0.00;0.00;0.00;0.00;0.00;18.14;0.00;34.30;0.00
863;0.04;0.00;0.22;0.05;0.63;5.41;6.09;49.56;4.07;0.00;0.00;0.00;0.00;11.28;470.85;46.40;6.46;7.29;8.12;0.00;6.37;0.00;0.00;8.95;42.80;3;3;9;4;6;6;5;6;7;0.00;13.12;0.00;16.873;0.00;0.00;0.15;0.00;0.00;62.70;13.99;4.19;8.62
864;0.20;0.00;0.89;0.14;1.47;9.52;0.78;49.52;11.13;0.00;0.00;0.00;0.00;1.77;589.43;37.82;35.28;13.45;1.02;0.00;0.25;0.00;0.00;7.61;74.36;26;2;8;3;4;6;5;7;5;0.00;16.35;0.00;0.000;0.00;0.00;0.00;0.00;0.00;75.48;2.83;0.00;14.15
865;0.05;0.00;0.66;0.24;1.10;8.65;2.98;59.56;6.09;0.00;0.00;0.00;0.00;3.29;549.48;54.52;15.72;6.79;4.74;0.00;1.67;0.00;0.00;11.07;59.81;21;2;9;4;5;6;5;6;6;0.00;7.25;0.00;0.000;0.00;0.00;0.04;0.00;0.00;62.93;14.32;6.67;13.33
866;0.32;0.00;0.03;0.06;0.42;2.78;0.22;58.08;21.97;0.00;0.00;0.00;0.00;3.74;550.40;41.98;14.62;23.58;1.18;0.00;1.42;0.00;0.00;12.26;71.31;19;2;9;4;5;6;5;6;6;0.00;0.38;0.00;0.000;0.00;0.00;0.19;0.00;0.00;68.03;13.92;5.67;7.73
867;0.10;0.00;0.14;0.03;0.76;4.51;0.52;57.44;5.69;0.00;0.00;0.00;0.00;3.41;533.98;61.30;16.88;9.61;1.30;0.00;2.34;0.00;0.00;4.42;57.53;18;2;9;3;5;6;5;6;6;0.00;23.47;0.00;0.000;0.00;0.00;0.28;0.00;0.00;43.75;33.93;20.54;1.79
868;0.00;0.00;0.00;0.00;0.00;1.96;3.93;58.67;3.74;0.00;0.00;0.00;0.00;9.74;516.26;39.83;3.57;1.37;4.94;0.00;10.71;0.00;0.00;21.70;28.99;2;2;9;4;6;6;5;6;7;0.00;0.41;0.00;0.000;0.00;0.00;0.07;0.00;0.00;77.39;18.26;0.87;0.87
869;0.00;0.00;0.15;0.36;0.51;6.77;3.92;49.27;3.86;0.00;0.00;0.00;0.00;9.40;513.59;69.87;1.97;1.97;6.99;0.00;5.02;0.00;0.00;9.17;36.82;5;2;9;4;6;6;6;6;6;0.00;16.80;0.00;0.000;0.00;0.00;0.48;0.00;0.00;60.28;11.21;12.15;13.08
870;0.02;0.00;0.15;0.04;0.26;9.23;1.44;51.70;9.95;0.00;0.00;0.00;0.00;3.93;583.64;42.63;10.94;4.82;4.31;0.00;2.15;0.00;0.00;11.71;48.85;12;2;8;3;5;6;5;7;6;0.00;10.70;0.00;0.000;0.00;0.00;0.00;0.00;0.00;65.77;14.23;9.90;5.36
871;0.00;0.00;0.06;0.03;0.66;11.34;6.79;47.53;5.86;0.00;0.00;0.00;0.00;6.28;543.37;44.72;4.63;5.07;4.62;0.00;4.63;0.00;0.00;16.52;45.71;6;2;9;4;5;6;5;6;6;0.00;3.35;0.00;0.000;0.00;0.00;0.00;0.00;0.00;78.88;15.51;1.65;0.66
872;0.56;0.00;0.26;0.00;0.05;30.56;9.04;35.10;8.48;0.00;0.00;0.00;0.00;4.70;562.08;65.18;17.04;5.56;0.37;0.00;4.81;0.00;0.00;4.81;49.26;8;2;9;4;5;6;5;7;6;0.00;4.34;0.00;0.000;0.00;0.00;0.00;0.00;0.00;50.00;22.86;17.14;7.15
873;0.00;0.00;0.13;0.00;0.05;6.36;2.94;58.24;4.47;0.00;0.00;0.00;0.00;8.02;572.21;55.79;7.78;4.36;5.70;0.00;3.61;0.00;0.00;11.57;40.00;1;2;9;4;5;6;5;6;6;0.00;5.35;0.00;0.000;0.00;0.00;0.00;0.00;0.00;64.67;26.37;6.47;2.49
874;0.08;0.00;0.44;0.54;0.36;6.72;0.04;62.24;4.65;0.00;0.00;0.00;0.00;8.21;558.45;50.53;5.25;0.45;5.85;0.00;3.60;0.00;0.00;9.90;39.54;7;2;9;4;6;6;5;6;7;0.00;5.24;0.00;0.000;0.00;0.00;0.00;0.00;0.00;54.30;30.67;12.27;1.84
875;0.03;0.00;0.51;0.17;1.22;17.44;5.14;50.76;5.37;0.00;0.00;0.00;0.00;5.91;566.21;45.03;6.34;6.34;3.38;0.00;2.75;0.00;0.00;8.25;52.75;10;2;9;4;5;6;5;6;6;0.00;4.41;0.00;0.000;0.00;0.00;0.00;0.00;0.00;55.38;32.26;8.60;2.15
876;0.29;0.00;0.25;0.41;0.84;6.64;12.26;50.53;4.17;0.00;0.00;0.03;0.00;9.42;503.38;39.91;10.86;1.36;12.13;0.00;6.52;0.00;0.00;7.96;47.65;6;2;9;4;6;7;5;6;7;0.00;5.66;0.00;0.000;0.00;0.01;0.24;0.00;0.00;40.97;21.98;10.52;17.58
877;1.96;0.00;0.20;1.11;1.20;3.01;7.02;59.47;13.74;0.00;0.00;0.00;0.00;4.53;499.45;50.00;22.08;12.71;8.13;0.00;0.83;0.00;0.00;3.96;61.84;15;2;9;5;6;7;5;6;7;0.00;0.94;0.00;0.002;0.00;0.00;0.56;0.03;0.00;39.81;20.38;8.05;17.77
878;0.03;0.00;0.42;0.49;0.97;3.33;19.67;55.38;2.48;0.00;0.02;0.08;0.00;7.87;482.89;53.69;12.10;1.84;8.87;0.00;4.26;0.00;0.00;4.84;43.08;12;2;9;5;7;7;5;6;7;0.00;3.28;0.00;0.000;0.00;0.00;0.00;0.00;0.00;24.78;22.13;6.86;30.09
879;0.00;0.00;0.00;0.00;0.00;6.59;6.03;26.91;0.68;0.00;0.00;0.00;0.00;18.14;526.43;46.11;1.43;0.41;11.27;0.00;16.19;0.00;0.00;11.48;30.00;2;2;9;4;6;7;5;6;7;0.00;28.38;0.00;0.080;0.00;0.00;0.00;0.00;0.00;41.70;19.58;16.59;17.87
880;1.74;0.00;0.00;0.00;4.50;13.00;23.34;44.83;4.40;0.00;0.00;0.00;0.00;1.13;620.00;62.81;22.31;5.79;6.61;0.00;0.83;0.00;0.00;1.65;87.14;42;1;8;3;5;6;5;7;6;0.00;3.38;0.00;0.000;0.00;0.00;0.00;0.00;0.00;16.66;4.76;11.90;35.72
881;0.00;0.00;0.50;0.03;1.73;4.65;5.35;30.26;1.73;0.00;0.00;0.03;0.00;7.44;542.35;68.50;6.25;2.50;2.75;0.00;4.75;0.00;0.00;7.75;51.52;8;2;9;4;6;7;5;6;7;0.00;41.65;0.00;0.000;0.00;0.00;0.00;0.00;0.00;53.04;31.30;13.04;1.30
882;0.04;0.00;0.00;0.00;0.30;13.21;26.12;12.58;0.67;0.00;0.00;0.00;0.00;17.10;467.25;22.51;1.29;1.29;9.05;0.26;16.43;0.00;0.00;15.01;29.52;2;2;9;4;6;7;5;6;7;0.00;14.87;0.00;3.830;0.00;0.00;0.00;0.00;0.00;16.35;7.72;11.73;14.51
883;0.00;0.00;0.41;0.00;3.08;22.90;33.71;19.23;0.14;0.00;0.00;0.00;0.00;8.60;509.53;74.10;5.90;1.31;2.63;0.00;6.23;0.00;0.00;8.85;44.00;17;2;9;4;6;6;5;6;7;0.00;2.26;0.00;0.000;0.00;0.00;0.00;0.00;0.00;11.60;9.94;5.53;27.07
884;0.10;0.00;1.54;0.36;4.48;26.40;14.23;32.36;3.48;0.00;0.00;0.00;0.00;5.56;542.86;73.34;5.94;1.19;3.23;0.00;2.55;0.00;0.00;12.56;52.71;8;2;9;4;6;6;5;6;6;0.00;3.74;0.00;0.000;0.00;0.00;0.00;0.00;0.00;41.24;4.74;8.76;11.67
885;0.00;0.00;0.14;0.03;0.79;5.96;21.92;38.01;3.88;0.00;0.00;0.00;0.00;8.65;539.87;45.09;6.69;3.85;19.96;0.00;8.81;0.00;0.00;9.42;37.24;6;2;9;4;5;6;5;6;6;0.00;9.45;0.00;0.000;0.00;0.00;0.00;0.00;0.00;46.32;9.09;4.54;28.35
886;0.00;0.00;0.04;0.00;0.29;1.68;4.01;21.03;0.31;0.00;0.00;0.00;0.00;6.01;504.67;18.52;0.50;0.17;2.31;0.00;3.97;0.00;0.00;73.55;31.00;0;2;9;4;6;7;5;6;7;0.00;0.34;0.00;0.000;0.00;0.00;0.00;0.00;0.00;31.53;4.50;31.53;32.43
887;1.03;0.00;1.31;0.10;1.65;7.23;9.64;38.45;20.86;0.00;0.00;0.00;0.00;3.48;594.70;67.60;13.01;2.04;2.55;0.00;2.04;0.00;0.00;7.65;66.71;10;1;8;4;5;6;5;7;6;0.00;5.65;0.00;0.000;0.00;0.00;0.00;0.00;0.00;54.48;7.39;8.95;18.68
888;0.08;0.00;0.00;0.00;0.34;1.22;4.59;53.64;3.07;0.00;0.00;0.13;0.00;18.30;510.53;53.55;2.90;0.00;3.87;0.00;23.87;0.00;0.00;11.61;29.25;0;2;9;4;6;7;5;6;7;0.00;2.78;0.00;0.000;0.00;0.08;0.00;0.00;0.00;78.31;3.61;0.00;15.66
889;0.00;0.00;0.58;0.00;1.82;4.09;22.76;33.01;3.71;0.07;0.00;0.48;0.00;7.15;495.00;38.52;2.96;0.00;36.54;0.00;6.67;0.00;0.00;13.83;42.14;6;2;9;4;6;7;5;6;7;0.00;8.43;0.00;0.000;1.00;0.00;0.00;0.00;0.25;47.58;16.86;5.42;25.90
890;0.21;0.00;0.80;0.00;0.92;7.95;5.84;45.55;15.03;0.00;0.00;0.12;0.00;3.16;542.65;59.00;11.62;1.32;15.57;0.00;2.19;0.00;0.00;10.31;60.52;13;2;9;4;6;7;5;6;7;0.00;8.19;0.00;0.001;1.00;0.00;0.00;0.00;0.63;54.42;18.23;7.40;15.10
891;0.00;0.00;0.00;0.39;1.60;11.03;20.57;40.25;8.15;0.00;0.00;0.00;0.00;2.36;537.66;54.38;7.68;8.29;7.07;0.00;3.07;0.00;0.00;9.83;49.00;14;2;9;4;5;6;5;6;6;0.00;6.30;0.00;0.000;0.00;0.00;0.00;0.00;0.00;55.55;22.22;7.41;3.70
892;0.00;0.00;0.00;0.00;0.00;25.46;11.02;21.40;0.21;0.00;0.00;0.00;0.00;16.71;541.74;45.93;1.91;0.89;11.33;0.00;17.68;0.00;0.00;9.16;30.77;4;2;9;3;5;6;5;6;6;0.00;12.59;0.00;0.000;0.00;0.00;0.00;0.00;0.00;39.11;22.88;15.13;17.72
893;0.00;0.00;0.00;0.00;0.00;4.34;8.84;49.18;0.24;0.00;0.00;0.00;0.00;13.50;562.97;52.59;1.72;0.57;10.63;0.00;14.94;0.00;0.00;15.23;31.82;1;2;9;4;5;6;5;6;6;0.00;7.35;0.00;0.000;0.00;0.00;0.00;0.00;0.00;65.08;12.70;3.17;0.00
894;0.24;0.00;0.27;0.51;1.14;13.59;5.93;50.01;19.82;0.00;0.00;0.00;0.00;0.89;599.82;54.00;18.00;12.00;5.00;0.00;1.00;0.00;0.00;7.00;63.15;14;2;8;4;5;6;5;7;6;0.00;0.68;0.00;0.000;0.00;0.00;0.00;0.00;0.00;50.90;17.42;9.95;5.21
895;0.15;0.00;0.44;0.59;1.39;0.73;0.15;60.41;12.83;0.00;0.00;0.00;0.00;4.40;592.63;64.48;10.93;5.46;4.92;0.00;4.92;0.00;0.00;8.74;62.05;8;2;9;4;5;6;6;7;6;0.00;7.62;0.00;0.000;0.00;0.00;0.00;0.00;0.00;72.98;17.57;8.78;0.68
896;0.36;0.00;1.82;1.02;6.33;3.73;1.89;60.51;11.32;0.00;0.00;0.07;0.00;3.14;580.69;40.68;30.96;16.05;3.72;0.00;2.43;0.32;0.00;5.51;86.13;24;2;9;4;6;7;5;7;7;0.00;1.48;0.00;0.000;0.00;0.02;0.23;0.00;0.00;47.75;19.75;11.50;14.75
897;2.33;0.00;1.41;2.16;4.01;1.76;1.85;43.68;29.73;0.02;0.00;0.31;0.00;1.95;530.56;30.44;42.06;12.06;9.27;0.00;0.44;0.00;0.00;5.00;96.31;25;2;9;5;7;7;6;7;7;0.00;0.91;1.00;0.003;0.00;3.92;7.04;0.08;0.17;24.35;13.79;16.23;28.60
898;0.51;0.00;3.75;0.95;4.48;1.06;0.00;36.84;13.80;0.00;0.00;0.15;0.00;2.58;541.17;45.65;37.20;11.08;2.91;0.00;0.26;0.00;0.00;2.90;81.68;20;2;9;5;7;7;6;7;7;0.00;12.85;1.00;12.063;0.00;26.36;1.97;0.07;1.40;12.27;11.15;14.86;40.15
899;0.00;0.00;0.18;2.24;3.86;0.09;0.00;49.46;37.61;0.00;0.00;0.00;0.00;1.44;630.30;46.54;32.70;10.69;1.89;0.00;1.26;0.00;0.00;6.92;95.63;37;2;9;4;5;6;6;7;6;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;89.36;6.39;2.13;2.13
900;0.00;0.00;0.16;3.22;5.38;0.24;0.35;61.72;19.00;0.00;0.00;0.12;0.00;2.28;607.50;53.01;30.95;5.16;6.30;0.00;0.86;0.00;0.00;3.72;84.93;18;2;9;4;5;7;6;7;6;0.00;0.16;0.00;0.000;0.00;0.00;0.20;0.00;0.00;67.62;19.05;4.28;7.14
901;0.66;0.00;0.67;1.80;3.58;1.12;1.36;40.14;14.57;0.06;0.16;0.10;0.00;1.31;508.57;48.79;22.55;2.74;3.79;0.00;0.42;0.00;0.00;20.44;72.87;18;2;9;5;7;7;5;7;7;0.00;1.10;1.00;0.241;1.00;16.30;4.70;0.42;0.87;37.98;11.24;17.75;15.28
902;0.40;0.00;0.00;0.73;1.50;0.00;0.00;65.61;18.97;0.00;0.00;0.00;0.00;2.25;569.53;73.84;11.88;0.69;4.65;0.00;0.86;0.00;0.00;8.09;53.70;12;2;9;4;6;7;6;8;7;0.00;0.05;1.00;0.056;0.00;1.08;8.10;0.47;0.86;71.38;14.14;7.41;5.05
903;3.21;0.00;0.76;2.97;4.58;0.65;0.54;50.95;22.17;0.00;0.03;0.38;0.00;2.15;486.52;73.40;14.17;1.94;4.47;0.00;0.39;0.00;0.00;5.63;67.38;12;2;9;5;7;8;6;7;7;0.00;0.16;1.00;0.000;0.00;4.47;10.68;0.54;1.11;48.04;17.64;19.94;11.77
904;1.16;0.00;0.68;3.23;3.53;0.37;1.70;60.21;18.89;0.00;0.00;0.82;0.00;1.12;527.80;52.24;33.33;3.48;6.72;0.00;0.00;0.00;0.00;4.23;85.56;26;2;9;4;6;7;6;8;7;0.00;0.00;1.00;0.000;0.00;0.41;4.08;0.54;1.00;44.16;21.75;15.58;14.29
905;2.76;0.00;1.18;3.66;5.41;3.21;1.81;54.29;16.42;0.02;0.00;0.41;0.00;2.05;493.42;38.25;35.77;12.55;6.28;0.00;0.15;0.00;0.00;5.69;85.57;32;3;10;5;8;8;5;6;8;0.00;0.14;1.00;0.000;0.00;2.44;10.24;0.93;1.08;45.70;18.00;13.85;18.77
906;0.00;0.00;0.84;0.84;6.82;1.03;0.19;58.97;17.66;0.00;0.00;0.65;0.00;5.70;502.67;25.85;32.65;24.49;8.84;0.00;0.00;0.00;0.00;6.12;110.00;45;2;9;5;7;7;5;7;7;0.00;0.19;0.00;0.000;0.00;0.00;0.37;0.00;0.67;43.94;20.50;11.71;19.25
907;0.60;0.00;0.52;0.56;2.05;0.08;0.12;23.24;10.09;0.00;0.00;0.00;0.00;2.41;588.90;62.14;16.76;7.80;4.05;0.00;0.29;0.00;0.00;5.49;75.80;11;2;9;4;5;6;5;7;6;0.00;54.48;0.00;4.462;0.00;0.00;0.00;0.00;0.00;48.11;3.78;29.19;16.75
908;0.84;0.00;0.64;0.32;2.47;3.58;5.77;53.68;11.42;0.00;0.00;0.16;0.00;4.06;573.80;61.25;10.36;4.73;11.24;0.00;2.07;0.00;0.00;4.14;63.90;20;2;9;4;5;6;5;7;6;0.00;10.62;0.00;0.369;0.00;0.00;0.00;0.00;0.00;56.20;13.73;16.34;12.42
909;0.77;0.00;0.27;0.15;1.35;3.35;9.91;34.27;7.71;0.00;0.00;0.00;0.00;2.81;490.51;45.05;9.34;1.92;12.91;0.00;2.20;0.00;0.00;15.66;72.69;14;2;9;4;6;7;5;6;7;0.00;24.09;0.00;0.001;1.00;0.00;0.00;0.00;0.17;39.47;6.84;21.58;14.74
910;4.23;0.00;1.52;0.37;4.61;1.52;1.96;45.04;22.72;0.00;0.00;0.00;0.00;1.73;610.92;44.96;29.73;9.34;7.37;0.00;0.49;0.00;0.00;4.67;87.25;31;1;8;4;5;6;5;7;6;0.00;11.89;0.00;0.651;1.00;0.00;0.00;0.00;0.00;63.16;17.10;9.86;5.27
911;10.41;0.00;0.56;2.12;3.67;2.05;0.86;41.19;14.02;0.02;0.00;0.25;0.00;1.10;497.75;60.75;18.56;1.74;3.87;0.00;0.00;0.00;0.00;14.29;76.14;20;2;9;5;7;8;5;6;7;0.00;3.65;1.00;4.785;1.00;26.95;0.97;0.00;0.80;53.23;13.59;10.69;9.80
912;1.51;0.00;1.19;0.88;4.38;0.80;2.44;60.64;16.51;0.00;0.00;0.03;0.00;2.53;579.12;62.48;15.26;3.09;9.90;0.00;0.82;0.00;0.00;5.77;76.60;20;1;9;4;5;6;5;7;6;0.00;0.06;0.00;0.000;1.00;0.00;0.99;0.00;0.00;77.94;6.90;2.76;8.97
913;0.00;0.00;1.74;0.37;8.29;7.92;4.91;56.07;4.91;0.26;0.00;0.58;0.00;2.53;535.17;49.81;25.67;4.98;10.73;0.00;0.00;0.00;0.00;8.81;67.55;15;2;9;4;6;7;5;6;7;0.00;0.90;0.00;0.000;1.00;0.00;0.26;0.00;0.00;38.71;7.53;10.76;38.71
914;0.34;0.00;0.65;2.14;3.42;7.05;8.86;45.98;15.05;0.12;0.36;0.53;0.00;1.56;482.75;63.42;17.61;1.37;11.96;0.00;0.68;0.00;0.00;3.93;75.29;13;2;9;5;7;8;5;6;7;0.00;7.56;0.00;4.488;1.00;1.95;0.24;0.12;0.00;51.10;15.86;3.96;11.01
915;11.58;0.00;2.10;7.25;6.43;4.57;2.47;24.52;10.67;0.49;0.87;0.58;0.00;1.07;469.54;45.21;36.53;4.79;5.09;0.00;0.00;0.00;0.00;7.78;93.71;37;2;10;5;7;8;5;7;8;0.00;13.23;1.00;2.436;1.00;26.58;7.70;0.49;1.00;36.94;8.52;8.52;15.34
916;0.30;0.00;0.33;3.30;6.30;4.71;5.04;47.98;12.45;0.07;0.19;0.48;0.00;1.48;532.47;56.56;23.50;1.09;11.48;0.00;0.00;0.00;0.00;6.83;90.41;14;2;9;4;6;7;5;6;7;0.00;10.11;0.00;0.001;1.00;0.07;0.15;0.00;0.00;38.09;8.84;1.36;31.98
917;0.71;0.00;0.27;5.98;5.66;5.33;2.58;48.83;15.04;0.00;0.38;0.27;0.00;2.20;538.35;32.67;47.52;8.71;7.32;0.00;0.59;0.00;0.00;2.97;92.39;14;2;9;5;7;7;5;6;7;0.00;5.88;0.00;0.000;1.00;1.03;0.24;0.00;0.00;42.31;23.56;13.46;4.32
918;0.40;0.00;1.19;0.85;4.60;2.77;8.69;46.66;17.04;0.58;0.06;3.02;0.00;3.78;588.37;69.03;8.41;0.00;14.16;0.00;0.88;0.00;0.00;6.86;66.08;5;1;9;4;5;7;6;7;6;0.00;0.91;0.00;0.000;1.00;0.00;0.00;0.00;0.00;44.58;7.63;7.63;34.14
919;0.46;0.00;1.13;0.46;5.82;5.51;1.03;50.75;25.24;0.00;0.00;0.05;0.00;2.01;584.48;50.19;29.21;4.87;7.49;0.00;0.37;0.00;0.00;7.87;91.82;14;1;8;4;5;7;6;7;6;0.00;0.77;0.00;0.000;1.00;0.00;0.00;0.00;0.40;21.37;11.11;4.27;52.99
920;0.48;0.00;0.14;0.46;5.40;7.41;1.43;54.03;19.65;0.00;0.02;0.00;0.00;2.42;561.57;31.74;32.89;21.22;5.10;0.00;0.33;0.00;0.00;8.55;104.00;29;2;9;4;6;7;6;6;7;0.00;1.11;0.00;0.000;1.00;0.00;0.00;0.00;0.20;35.95;6.85;3.08;40.41
921;0.18;0.00;0.04;1.26;2.21;0.80;0.34;46.13;37.07;0.00;0.02;0.00;0.00;2.17;595.83;54.55;29.40;4.97;3.27;0.00;0.57;0.00;0.00;7.10;88.20;26;1;9;4;6;7;6;7;7;0.00;1.28;0.00;2.190;1.00;0.00;0.24;0.00;0.00;47.66;13.55;16.36;16.82
922;1.03;0.00;6.52;4.89;5.32;0.00;0.00;24.10;37.39;0.09;0.00;0.09;0.00;1.72;630.38;44.79;42.94;0.00;2.45;0.00;1.84;0.00;0.00;7.98;99.51;44;1;9;5;6;8;8;10;7;0.00;0.69;1.00;0.011;1.33;20.33;31.48;1.29;9.33;22.88;17.65;15.68;18.95
923;4.33;0.00;1.31;0.12;2.37;5.47;1.47;47.63;17.03;1.35;0.00;1.47;0.00;1.88;582.48;22.92;49.57;13.18;4.88;0.00;0.29;0.00;0.00;8.88;86.15;25;2;9;5;6;8;7;7;7;0.00;0.41;1.00;0.026;1.71;4.78;17.61;0.16;4.14;11.87;14.06;7.92;43.95
924;3.10;0.00;1.65;0.35;1.77;1.36;1.36;30.06;9.55;0.52;0.00;1.88;0.00;0.84;536.96;47.81;31.52;4.18;5.85;0.00;0.63;0.00;0.00;9.81;96.63;27;2;9;5;7;8;6;6;7;0.00;1.19;1.00;1.738;1.43;45.28;1.24;0.00;3.13;9.20;6.29;12.11;44.31
925;4.14;0.00;0.00;0.00;0.10;1.11;0.10;24.89;7.22;0.39;0.00;1.64;0.00;0.43;508.87;40.97;31.94;9.38;6.95;0.00;0.00;0.00;0.00;10.76;120.09;35;2;10;5;7;8;5;5;8;0.00;25.76;1.00;31.700;1.17;35.39;4.38;0.00;1.33;28.09;11.80;10.67;33.71
926;4.50;0.00;1.05;0.62;1.54;3.02;7.27;42.36;11.21;0.18;0.00;4.06;0.00;1.60;490.22;44.76;29.05;4.76;12.38;0.00;0.00;0.00;0.00;9.05;102.37;28;2;9;5;7;8;5;5;7;0.00;1.17;1.00;0.000;0.00;13.73;2.96;0.00;3.60;48.98;2.04;5.10;34.70
927;1.09;0.00;2.07;0.98;3.04;0.33;0.11;43.48;26.96;0.43;0.43;4.89;0.00;0.98;573.63;39.84;42.28;3.25;7.32;0.00;0.81;0.00;0.00;6.50;93.88;41;1;9;5;7;8;8;9;7;0.00;0.87;1.00;0.397;1.00;0.33;31.20;1.96;6.00;48.91;25.55;16.06;8.03
